event_name,date,latitude,longitude,rainfall_mm,antecedent_7day_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_kmh,precipitation_hours,evapotranspiration_mm,soil_moisture,elevation_m,river_discharge_m3s,flood_nearby,landslide_occurred
Germany_Munich_DryFlat,2023-01-10,48.14,11.58,1.8,7.9,4.4,-1.5,96,23.4,10.0,0.49,0.382,524.0,3.03,0,0
Germany_Munich_DryFlat,2023-01-11,48.14,11.58,3.3,7.9,10.4,-2.2,90,23.1,9.0,1.03,0.382,524.0,3.61,0,0
Germany_Munich_DryFlat,2023-01-12,48.14,11.58,0.0,7.9,8.6,3.7,91,26.7,0.0,1.11,0.395,524.0,3.14,0,0
Germany_Munich_DryFlat,2023-01-13,48.14,11.58,3.4,7.9,10.7,3.2,86,31.1,7.0,1.52,0.383,524.0,3.05,0,0
Germany_Munich_DryFlat,2023-01-14,48.14,11.58,0.2,7.9,9.5,2.5,84,23.2,1.0,0.99,0.387,524.0,2.83,0,0
France_Paris_Flat,2023-02-01,48.86,2.35,0.0,0.9,9.7,5.9,90,25.1,0.0,1.07,0.352,50.0,1.05,0,0
France_Paris_Flat,2023-02-02,48.86,2.35,0.0,0.9,10.5,4.4,93,24.7,0.0,0.87,0.345,50.0,1.12,0,0
France_Paris_Flat,2023-02-03,48.86,2.35,0.0,0.9,10.1,6.4,93,22.4,0.0,0.85,0.351,50.0,1.12,0,0
France_Paris_Flat,2023-02-04,48.86,2.35,0.0,0.9,10.8,7.7,93,13.8,0.0,0.67,0.355,50.0,1.12,0,0
France_Paris_Flat,2023-02-05,48.86,2.35,0.1,0.9,9.4,4.0,95,23.1,1.0,0.94,0.343,50.0,1.12,0,0
USA_Kansas_Flat,2023-03-01,38.7,-98.0,0.0,13.8,12.1,1.9,65,29.8,0.0,3.27,0.32,481.0,0.0,0,0
USA_Kansas_Flat,2023-03-02,38.7,-98.0,0.0,13.8,7.2,-0.9,73,21.0,0.0,1.79,0.304,481.0,0.0,0,0
USA_Kansas_Flat,2023-03-03,38.7,-98.0,0.0,13.8,13.5,-1.8,88,18.4,0.0,2.64,0.295,481.0,0.0,0,0
USA_Kansas_Flat,2023-03-04,38.7,-98.0,1.1,13.8,13.3,2.2,86,15.3,2.0,2.63,0.294,481.0,0.0,0,0
USA_Kansas_Flat,2023-03-05,38.7,-98.0,0.0,13.8,21.8,3.1,74,21.4,0.0,3.61,0.278,481.0,0.0,0,0
Brazil_Amazon_FlatDry,2023-07-01,-3.47,-62.21,0.6,8.8,31.1,23.8,95,7.7,3.0,3.57,0.264,56.0,31.51,0,0
Brazil_Amazon_FlatDry,2023-07-02,-3.47,-62.21,0.0,8.8,30.7,22.9,99,7.7,0.0,2.94,0.263,56.0,30.77,0,0
Brazil_Amazon_FlatDry,2023-07-03,-3.47,-62.21,2.2,8.8,29.1,23.4,96,8.0,7.0,2.46,0.279,56.0,30.19,0,0
Brazil_Amazon_FlatDry,2023-07-04,-3.47,-62.21,0.4,8.8,31.0,23.3,98,8.3,4.0,3.96,0.275,56.0,29.83,0,0
Brazil_Amazon_FlatDry,2023-07-05,-3.47,-62.21,3.1,8.8,30.7,23.2,99,8.2,8.0,3.5,0.284,56.0,29.41,0,0
India_Uttarakhand_DryFeb,2023-02-01,30.51,79.42,0.0,68.8,10.3,-3.6,45,9.7,0.0,2.94,0.281,2545.0,30.62,0,0
India_Uttarakhand_DryFeb,2023-02-02,30.51,79.42,0.0,68.8,10.6,-2.9,56,9.0,0.0,2.78,0.274,2545.0,30.41,0,0
India_Uttarakhand_DryFeb,2023-02-03,30.51,79.42,0.0,68.8,10.5,-4.7,65,9.4,0.0,2.32,0.287,2545.0,30.26,0,0
India_Uttarakhand_DryFeb,2023-02-04,30.51,79.42,0.0,68.8,9.1,-4.4,67,8.7,0.0,2.29,0.322,2545.0,30.12,0,0
India_Uttarakhand_DryFeb,2023-02-05,30.51,79.42,0.0,68.8,8.7,-5.5,77,7.7,0.0,2.29,0.346,2545.0,29.97,0,0
India_HP_DryDec,2022-12-01,31.1,77.17,0.0,0.0,16.2,2.5,89,9.2,0.0,2.08,0.4,1940.0,0.26,0,0
India_HP_DryDec,2022-12-02,31.1,77.17,0.0,0.0,14.9,4.3,96,7.2,0.0,1.7,0.403,1940.0,0.25,0,0
India_HP_DryDec,2022-12-03,31.1,77.17,0.0,0.0,13.7,3.4,98,8.0,0.0,1.87,0.403,1940.0,0.25,0,0
India_HP_DryDec,2022-12-04,31.1,77.17,0.0,0.0,14.6,2.8,91,8.7,0.0,1.92,0.4,1940.0,0.24,0,0
India_HP_DryDec,2022-12-05,31.1,77.17,0.0,0.0,13.2,1.7,95,7.9,0.0,1.83,0.397,1940.0,0.24,0,0
India_Kerala_DryJan,2023-01-15,9.55,76.52,0.0,0.5,31.9,20.8,95,13.7,0.0,4.46,0.287,2.0,1.14,0,0
India_Kerala_DryJan,2023-01-16,9.55,76.52,0.0,0.5,32.5,21.0,96,15.2,0.0,4.45,0.285,2.0,1.01,0,0
India_Kerala_DryJan,2023-01-17,9.55,76.52,1.9,0.5,31.5,22.2,96,11.4,4.0,4.28,0.289,2.0,0.99,0,0
India_Kerala_DryJan,2023-01-18,9.55,76.52,0.0,0.5,32.7,21.0,95,13.0,0.0,4.49,0.288,2.0,0.97,0,0
India_Kerala_DryJan,2023-01-19,9.55,76.52,0.0,0.5,32.8,18.9,96,14.4,0.0,4.74,0.288,2.0,0.95,0,0
India_Sikkim_DryMar,2023-03-01,27.33,88.61,21.1,128.5,16.2,8.4,97,7.3,14.0,2.64,0.411,1551.0,1.09,0,0
India_Sikkim_DryMar,2023-03-02,27.33,88.61,9.8,128.5,17.0,6.2,98,6.7,12.0,2.77,0.415,1551.0,1.22,0,0
India_Sikkim_DryMar,2023-03-03,27.33,88.61,7.1,128.5,17.6,5.9,98,5.5,12.0,2.67,0.41,1551.0,1.25,0,0
India_Sikkim_DryMar,2023-03-04,27.33,88.61,16.8,128.5,18.3,7.1,98,5.4,18.0,2.83,0.419,1551.0,1.25,0,0
India_Sikkim_DryMar,2023-03-05,27.33,88.61,26.6,128.5,18.9,10.2,98,6.7,8.0,2.97,0.419,1551.0,1.25,0,0
Nepal_DryMarch,2023-03-01,27.7,85.32,0.2,10.4,21.3,8.9,98,11.7,2.0,3.31,0.215,1289.0,0.09,0,0
Nepal_DryMarch,2023-03-02,27.7,85.32,1.1,10.4,21.9,9.3,91,11.2,5.0,3.25,0.209,1289.0,0.06,0,0
Nepal_DryMarch,2023-03-03,27.7,85.32,0.2,10.4,22.7,9.4,97,8.0,2.0,3.42,0.204,1289.0,0.03,0,0
Nepal_DryMarch,2023-03-04,27.7,85.32,0.5,10.4,22.6,9.6,100,11.2,2.0,3.16,0.2,1289.0,0.06,0,0
Nepal_DryMarch,2023-03-05,27.7,85.32,0.4,10.4,22.8,10.3,98,13.4,2.0,3.42,0.211,1289.0,0.03,0,0
Japan_DryJan,2023-01-01,35.1,139.08,0.0,0.2,11.4,1.5,100,17.1,0.0,1.58,0.33,45.0,,0,0
Japan_DryJan,2023-01-02,35.1,139.08,0.6,0.2,10.0,4.3,100,21.3,5.0,1.3,0.328,45.0,,0,0
Japan_DryJan,2023-01-03,35.1,139.08,0.0,0.2,9.3,1.7,97,13.9,0.0,1.33,0.324,45.0,,0,0
Japan_DryJan,2023-01-04,35.1,139.08,0.2,0.2,10.3,0.9,99,15.5,1.0,1.37,0.314,45.0,,0,0
Japan_DryJan,2023-01-05,35.1,139.08,0.0,0.2,9.5,3.1,100,9.7,0.0,1.37,0.311,45.0,,0,0
China_DryWinter,2022-12-01,33.78,104.37,0.0,0.3,4.4,-2.6,74,7.2,0.0,1.25,0.321,1343.0,0.13,0,0
China_DryWinter,2022-12-02,33.78,104.37,0.0,0.3,8.4,-4.1,94,6.0,0.0,1.52,0.319,1343.0,0.13,0,0
China_DryWinter,2022-12-03,33.78,104.37,0.0,0.3,5.2,-0.6,84,5.5,0.0,0.97,0.318,1343.0,0.13,0,0
China_DryWinter,2022-12-04,33.78,104.37,0.3,0.3,5.6,0.1,74,7.7,1.0,1.22,0.316,1343.0,0.13,0,0
China_DryWinter,2022-12-05,33.78,104.37,0.0,0.3,6.3,-1.5,96,6.8,0.0,1.23,0.315,1343.0,0.13,0,0
Saudi_Arabia_Arid,2023-07-01,24.68,46.72,0.0,0.0,44.5,28.4,17,14.5,0.0,8.52,0.001,603.0,0.72,0,0
Saudi_Arabia_Arid,2023-07-02,24.68,46.72,0.0,0.0,44.0,29.9,16,34.0,0.0,10.02,0.002,603.0,0.7,0,0
Saudi_Arabia_Arid,2023-07-03,24.68,46.72,0.0,0.0,43.0,29.1,20,20.2,0.0,9.59,0.002,603.0,0.7,0,0
Saudi_Arabia_Arid,2023-07-04,24.68,46.72,0.0,0.0,42.7,28.9,20,24.4,0.0,9.74,0.004,603.0,0.7,0,0
Saudi_Arabia_Arid,2023-07-05,24.68,46.72,0.0,0.0,42.3,28.5,18,28.5,0.0,11.82,0.005,603.0,0.7,0,0
Sahara_Algeria_Arid,2023-06-01,25.0,3.0,0.0,0.0,36.4,23.7,27,18.5,0.0,8.86,0.0,409.0,0.0,0,0
Sahara_Algeria_Arid,2023-06-02,25.0,3.0,0.0,0.0,39.8,23.0,23,26.0,0.0,10.09,0.0,409.0,0.0,0,0
Sahara_Algeria_Arid,2023-06-03,25.0,3.0,0.0,0.0,38.0,23.8,17,23.8,0.0,9.95,0.0,409.0,0.0,0,0
Sahara_Algeria_Arid,2023-06-04,25.0,3.0,0.0,0.0,38.5,23.5,25,23.1,0.0,9.87,0.0,409.0,0.0,0,0
Sahara_Algeria_Arid,2023-06-05,25.0,3.0,0.0,0.0,39.2,24.2,22,16.2,0.0,9.01,0.0,409.0,0.0,0,0
Atacama_Chile_Arid,2023-06-01,-24.5,-69.25,0.0,0.0,21.6,7.6,12,18.4,0.0,4.76,0.008,2652.0,0.0,0,0
Atacama_Chile_Arid,2023-06-02,-24.5,-69.25,0.0,0.0,19.8,6.3,17,19.6,0.0,4.51,0.008,2652.0,0.0,0,0
Atacama_Chile_Arid,2023-06-03,-24.5,-69.25,0.0,0.0,19.6,4.9,14,17.5,0.0,4.57,0.008,2652.0,0.0,0,0
Atacama_Chile_Arid,2023-06-04,-24.5,-69.25,0.0,0.0,19.6,5.5,12,18.6,0.0,4.64,0.009,2652.0,0.0,0,0
Atacama_Chile_Arid,2023-06-05,-24.5,-69.25,0.0,0.0,20.0,5.5,9,18.0,0.0,4.51,0.008,2652.0,0.0,0,0
Gobi_Desert_Arid,2023-05-01,43.0,103.0,0.0,2.7,25.2,11.1,26,41.4,0.0,7.04,0.014,1247.0,0.0,0,0
Gobi_Desert_Arid,2023-05-02,43.0,103.0,0.0,2.7,24.6,9.7,32,25.1,0.0,6.09,0.014,1247.0,0.0,0,0
Gobi_Desert_Arid,2023-05-03,43.0,103.0,1.4,2.7,23.2,11.8,38,27.5,2.0,6.08,0.019,1247.0,0.0,0,0
Gobi_Desert_Arid,2023-05-04,43.0,103.0,0.0,2.7,21.0,10.1,36,36.1,0.0,6.67,0.016,1247.0,0.0,0,0
Gobi_Desert_Arid,2023-05-05,43.0,103.0,0.0,2.7,20.1,6.8,63,28.5,0.0,5.54,0.017,1247.0,0.0,0,0
Iran_Central_Arid,2023-07-01,32.0,53.68,0.0,0.0,37.0,21.1,16,14.8,0.0,8.51,0.002,1914.0,0.0,0,0
Iran_Central_Arid,2023-07-02,32.0,53.68,0.0,0.0,33.0,23.8,25,26.0,0.0,8.58,0.0,1914.0,0.0,0,0
Iran_Central_Arid,2023-07-03,32.0,53.68,0.0,0.0,34.3,22.2,31,23.1,0.0,8.55,0.003,1914.0,0.0,0,0
Iran_Central_Arid,2023-07-04,32.0,53.68,0.0,0.0,33.6,23.3,24,25.8,0.0,8.98,0.003,1914.0,0.0,0,0
Iran_Central_Arid,2023-07-05,32.0,53.68,0.0,0.0,32.9,21.8,27,25.8,0.0,9.08,0.002,1914.0,0.0,0,0
Australia_Desert_Arid,2023-06-01,-23.7,133.88,0.0,0.0,26.4,8.9,42,17.4,0.0,4.82,0.029,581.0,0.0,0,0
Australia_Desert_Arid,2023-06-02,-23.7,133.88,0.0,0.0,27.0,12.2,35,22.2,0.0,5.94,0.029,581.0,0.0,0,0
Australia_Desert_Arid,2023-06-03,-23.7,133.88,0.0,0.0,27.4,12.3,48,19.9,0.0,5.32,0.029,581.0,0.0,0,0
Australia_Desert_Arid,2023-06-04,-23.7,133.88,1.0,0.0,22.9,12.6,91,21.3,3.0,2.95,0.075,581.0,0.0,0,0
Australia_Desert_Arid,2023-06-05,-23.7,133.88,0.0,0.0,26.0,11.9,90,23.6,0.0,3.49,0.103,581.0,0.0,0,0
Egypt_Desert_Arid,2023-07-01,25.0,30.0,0.0,0.0,36.0,24.6,42,27.9,0.0,10.63,0.0,239.0,0.0,0,0
Egypt_Desert_Arid,2023-07-02,25.0,30.0,0.0,0.0,37.0,25.1,39,25.0,0.0,10.47,0.0,239.0,0.0,0,0
Egypt_Desert_Arid,2023-07-03,25.0,30.0,0.0,0.0,39.4,25.2,36,27.6,0.0,10.84,0.0,239.0,0.0,0,0
Egypt_Desert_Arid,2023-07-04,25.0,30.0,0.0,0.0,42.0,26.9,23,21.9,0.0,10.76,0.0,239.0,0.0,0,0
Egypt_Desert_Arid,2023-07-05,25.0,30.0,0.0,0.0,39.8,29.6,35,24.9,0.0,11.7,0.0,239.0,0.0,0,0
Namibia_Desert_Arid,2023-06-01,-23.5,15.0,0.0,0.0,23.0,8.9,50,16.6,0.0,4.23,0.02,386.0,0.0,0,0
Namibia_Desert_Arid,2023-06-02,-23.5,15.0,0.0,0.0,17.5,8.1,97,19.7,0.0,2.47,0.018,386.0,0.0,0,0
Namibia_Desert_Arid,2023-06-03,-23.5,15.0,0.0,0.0,20.6,6.9,95,20.8,0.0,3.13,0.025,386.0,0.0,0,0
Namibia_Desert_Arid,2023-06-04,-23.5,15.0,0.0,0.0,21.1,7.7,89,24.9,0.0,3.44,0.027,386.0,0.0,0,0
Namibia_Desert_Arid,2023-06-05,-23.5,15.0,0.0,0.0,24.0,6.3,93,11.7,0.0,3.15,0.029,386.0,0.0,0,0
SAFE_18.57_73.77_2026-05-15,2026-05-15,18.574,73.768,0.2,0.0,36.0,24.9,80,17.7,2.0,6.98,0.175,578.0,2.37,0,0
SAFE_18.57_73.77_2026-05-16,2026-05-16,18.574,73.768,0.0,0.2,37.7,23.5,89,18.1,0.0,6.58,0.177,578.0,2.34,0,0
SAFE_18.57_73.77_2026-05-17,2026-05-17,18.574,73.768,0.2,0.2,38.1,24.6,90,16.1,2.0,6.68,0.175,578.0,2.31,0,0
SAFE_18.57_73.77_2026-05-18,2026-05-18,18.574,73.768,0.0,0.4,39.9,22.6,88,20.0,0.0,6.79,0.177,578.0,2.28,0,0
SAFE_18.57_73.77_2026-05-19,2026-05-19,18.574,73.768,0.5,0.4,35.9,24.1,85,15.8,4.0,6.52,0.174,578.0,2.28,0,0
SAFE_18.57_73.77_2026-05-20,2026-05-20,18.574,73.768,2.8,0.9,35.2,23.5,89,15.6,3.0,5.9,0.183,578.0,2.31,0,0
SAFE_18.57_73.77_2026-05-21,2026-05-21,18.574,73.768,0.7,3.6999999999999997,37.2,24.0,88,17.6,2.0,6.31,0.178,578.0,2.5,0,0
SAFE_18.57_73.77_2026-05-22,2026-05-22,18.574,73.768,9.5,4.3999999999999995,36.2,25.3,85,17.6,7.0,4.91,0.223,578.0,2.75,0,0
SAFE_18.60_73.74_2026-05-15,2026-05-15,18.597,73.738,0.2,0.0,36.0,24.9,80,17.7,2.0,6.98,0.175,577.0,1.0,0,0
SAFE_18.60_73.74_2026-05-16,2026-05-16,18.597,73.738,0.0,0.2,37.7,23.5,89,18.1,0.0,6.58,0.177,577.0,1.0,0,0
SAFE_18.60_73.74_2026-05-17,2026-05-17,18.597,73.738,0.2,0.2,38.1,24.6,90,16.1,2.0,6.68,0.175,577.0,0.97,0,0
SAFE_18.60_73.74_2026-05-18,2026-05-18,18.597,73.738,0.0,0.4,39.9,22.6,88,20.0,0.0,6.79,0.177,577.0,0.97,0,0
SAFE_18.60_73.74_2026-05-19,2026-05-19,18.597,73.738,0.5,0.4,35.9,24.1,85,15.8,4.0,6.52,0.174,577.0,0.97,0,0
SAFE_18.60_73.74_2026-05-20,2026-05-20,18.597,73.738,2.8,0.9,35.2,23.5,89,15.6,3.0,5.9,0.183,577.0,0.97,0,0
SAFE_18.60_73.74_2026-05-21,2026-05-21,18.597,73.738,0.7,3.6999999999999997,37.2,24.0,88,17.6,2.0,6.31,0.178,577.0,1.0,0,0
SAFE_18.60_73.74_2026-05-22,2026-05-22,18.597,73.738,9.5,4.3999999999999995,36.2,25.3,85,17.6,7.0,4.91,0.223,577.0,1.19,0,0
SAFE_26.91_75.79_2026-05-15,2026-05-15,26.912,75.787,0.3,0.0,38.8,26.5,58,16.2,2.0,7.54,0.1,431.0,0.91,0,0
SAFE_26.91_75.79_2026-05-16,2026-05-16,26.912,75.787,0.0,0.3,40.2,27.9,42,13.4,0.0,7.53,0.097,431.0,0.91,0,0
SAFE_26.91_75.79_2026-05-17,2026-05-17,26.912,75.787,0.0,0.3,41.7,28.8,41,17.3,0.0,8.27,0.094,431.0,0.91,0,0
SAFE_26.91_75.79_2026-05-18,2026-05-18,26.912,75.787,0.0,0.3,42.6,30.8,33,16.4,0.0,9.47,0.094,431.0,0.91,0,0
SAFE_26.91_75.79_2026-05-19,2026-05-19,26.912,75.787,0.0,0.3,42.7,31.6,23,16.3,0.0,9.11,0.094,431.0,0.91,0,0
SAFE_26.91_75.79_2026-05-20,2026-05-20,26.912,75.787,0.0,0.3,40.9,31.5,32,14.6,0.0,9.31,0.094,431.0,0.91,0,0
SAFE_26.91_75.79_2026-05-21,2026-05-21,26.912,75.787,0.0,0.3,40.7,31.6,30,18.2,0.0,10.17,0.094,431.0,0.91,0,0
SAFE_26.91_75.79_2026-05-22,2026-05-22,26.912,75.787,0.0,0.3,40.5,31.0,29,17.6,0.0,9.78,0.094,431.0,0.91,0,0
SAFE_23.03_72.58_2026-05-15,2026-05-15,23.033,72.585,0.0,0.0,40.0,28.0,77,13.6,0.0,7.85,0.07,52.0,1.4,0,0
SAFE_23.03_72.58_2026-05-16,2026-05-16,23.033,72.585,0.0,0.0,41.0,28.8,74,10.7,0.0,7.8,0.069,52.0,1.44,0,0
SAFE_23.03_72.58_2026-05-17,2026-05-17,23.033,72.585,0.0,0.0,42.0,30.2,63,12.5,0.0,8.2,0.068,52.0,1.4,0,0
SAFE_23.03_72.58_2026-05-18,2026-05-18,23.033,72.585,0.0,0.0,43.0,31.2,38,14.7,0.0,9.53,0.067,52.0,1.4,0,0
SAFE_23.03_72.58_2026-05-19,2026-05-19,23.033,72.585,0.0,0.0,42.2,29.0,58,13.8,0.0,8.62,0.066,52.0,1.4,0,0
SAFE_23.03_72.58_2026-05-20,2026-05-20,23.033,72.585,0.0,0.0,42.1,28.6,70,14.6,0.0,7.85,0.065,52.0,1.4,0,0
SAFE_23.03_72.58_2026-05-21,2026-05-21,23.033,72.585,0.0,0.0,41.0,28.9,70,12.1,0.0,7.54,0.065,52.0,1.44,0,0
SAFE_23.03_72.58_2026-05-22,2026-05-22,23.033,72.585,0.0,0.0,41.8,29.5,62,14.5,0.0,7.91,0.064,52.0,1.4,0,0
SAFE_23.26_77.41_2026-05-15,2026-05-15,23.259,77.412,0.0,0.0,41.0,30.8,29,17.4,0.0,9.25,0.149,497.0,0.31,0,0
SAFE_23.26_77.41_2026-05-16,2026-05-16,23.259,77.412,0.0,0.0,41.4,29.9,28,18.1,0.0,9.55,0.145,497.0,0.31,0,0
SAFE_23.26_77.41_2026-05-17,2026-05-17,23.259,77.412,0.0,0.0,41.9,30.0,35,15.3,0.0,8.74,0.144,497.0,0.31,0,0
SAFE_23.26_77.41_2026-05-18,2026-05-18,23.259,77.412,0.0,0.0,42.6,31.1,28,14.1,0.0,8.37,0.142,497.0,0.31,0,0
SAFE_23.26_77.41_2026-05-19,2026-05-19,23.259,77.412,0.0,0.0,43.0,31.8,26,17.7,0.0,8.52,0.141,497.0,0.31,0,0
SAFE_23.26_77.41_2026-05-20,2026-05-20,23.259,77.412,0.0,0.0,42.3,31.9,23,19.8,0.0,10.53,0.135,497.0,0.31,0,0
SAFE_23.26_77.41_2026-05-21,2026-05-21,23.259,77.412,0.0,0.0,41.3,31.1,32,18.2,0.0,10.09,0.139,497.0,0.31,0,0
SAFE_23.26_77.41_2026-05-22,2026-05-22,23.259,77.412,0.0,0.0,41.7,30.5,25,16.7,0.0,9.88,0.138,497.0,0.31,0,0
SAFE_21.14_79.09_2026-05-15,2026-05-15,21.145,79.089,0.0,0.0,42.5,31.6,50,20.4,0.0,8.47,0.136,307.0,1.34,0,0
SAFE_21.14_79.09_2026-05-16,2026-05-16,21.145,79.089,0.0,0.0,42.8,30.6,48,14.0,0.0,7.82,0.135,307.0,1.34,0,0
SAFE_21.14_79.09_2026-05-17,2026-05-17,21.145,79.089,0.0,0.0,43.0,29.5,60,12.5,0.0,7.48,0.134,307.0,1.34,0,0
SAFE_21.14_79.09_2026-05-18,2026-05-18,21.145,79.089,0.0,0.0,43.8,31.8,49,16.0,0.0,8.62,0.132,307.0,1.34,0,0
SAFE_21.14_79.09_2026-05-19,2026-05-19,21.145,79.089,0.0,0.0,44.5,32.5,46,14.5,0.0,8.5,0.131,307.0,1.34,0,0
SAFE_21.14_79.09_2026-05-20,2026-05-20,21.145,79.089,0.0,0.0,44.8,31.9,41,17.2,0.0,8.64,0.129,307.0,1.34,0,0
SAFE_21.14_79.09_2026-05-21,2026-05-21,21.145,79.089,0.0,0.0,44.0,34.0,27,16.3,0.0,9.26,0.127,307.0,1.34,0,0
SAFE_21.14_79.09_2026-05-22,2026-05-22,21.145,79.089,0.0,0.0,44.3,33.7,27,16.1,0.0,9.45,0.126,307.0,1.34,0,0
SAFE_22.72_75.86_2026-05-15,2026-05-15,22.719,75.857,0.0,0.0,40.5,28.8,37,18.0,0.0,9.98,0.121,555.0,0.59,0,0
SAFE_22.72_75.86_2026-05-16,2026-05-16,22.719,75.857,0.0,0.0,39.1,26.6,59,16.2,0.0,8.89,0.125,555.0,0.59,0,0
SAFE_22.72_75.86_2026-05-17,2026-05-17,22.719,75.857,0.0,0.0,41.4,28.5,34,12.6,0.0,8.34,0.123,555.0,0.59,0,0
SAFE_22.72_75.86_2026-05-18,2026-05-18,22.719,75.857,0.0,0.0,42.2,30.1,36,21.3,0.0,8.44,0.137,555.0,0.59,0,0
SAFE_22.72_75.86_2026-05-19,2026-05-19,22.719,75.857,0.0,0.0,42.0,30.1,30,17.7,0.0,9.63,0.15,555.0,0.59,0,0
SAFE_22.72_75.86_2026-05-20,2026-05-20,22.719,75.857,0.0,0.0,40.0,28.4,47,16.6,0.0,9.02,0.146,555.0,0.59,0,0
SAFE_22.72_75.86_2026-05-21,2026-05-21,22.719,75.857,0.0,0.0,39.8,27.8,56,14.7,0.0,8.89,0.144,555.0,0.59,0,0
SAFE_22.72_75.86_2026-05-22,2026-05-22,22.719,75.857,0.0,0.0,40.3,29.0,42,16.7,0.0,9.28,0.146,555.0,0.59,0,0
SAFE_17.39_78.49_2026-05-15,2026-05-15,17.385,78.486,0.2,0.3,37.4,27.5,68,9.8,2.0,6.06,0.079,508.0,9.35,0,0
SAFE_17.39_78.49_2026-05-16,2026-05-16,17.385,78.486,1.0,0.5,37.7,29.4,63,14.1,2.0,6.21,0.079,508.0,9.4,0,0
SAFE_17.39_78.49_2026-05-17,2026-05-17,17.385,78.486,0.4,1.5,36.5,27.6,68,12.1,2.0,6.03,0.079,508.0,9.47,0,0
SAFE_17.39_78.49_2026-05-18,2026-05-18,17.385,78.486,0.6,1.9,36.7,27.8,68,13.2,3.0,6.25,0.079,508.0,9.45,0,0
SAFE_17.39_78.49_2026-05-19,2026-05-19,17.385,78.486,0.3,2.5,37.9,28.0,71,11.3,2.0,6.67,0.077,508.0,9.38,0,0
SAFE_17.39_78.49_2026-05-20,2026-05-20,17.385,78.486,0.3,2.8,38.5,28.1,66,12.4,2.0,7.35,0.079,508.0,9.28,0,0
SAFE_17.39_78.49_2026-05-21,2026-05-21,17.385,78.486,0.0,3.1,40.0,29.3,56,13.4,0.0,7.45,0.077,508.0,9.16,0,0
SAFE_17.39_78.49_2026-05-22,2026-05-22,17.385,78.486,0.0,2.8,40.3,29.6,59,21.5,0.0,8.22,0.077,508.0,9.19,0,0
SAFE_12.97_77.59_2026-05-15,2026-05-15,12.971,77.594,0.4,0.1,31.0,22.5,89,14.1,1.0,4.04,0.142,916.0,0.63,0,0
SAFE_12.97_77.59_2026-05-16,2026-05-16,12.971,77.594,4.0,0.5,33.2,23.5,80,13.2,9.0,4.17,0.155,916.0,0.63,0,0
SAFE_12.97_77.59_2026-05-17,2026-05-17,12.971,77.594,0.0,4.5,34.0,22.6,90,13.9,0.0,5.28,0.142,916.0,0.63,0,0
SAFE_12.97_77.59_2026-05-18,2026-05-18,12.971,77.594,31.0,4.5,33.2,22.5,96,14.9,7.0,3.98,0.236,916.0,0.63,0,0
SAFE_12.97_77.59_2026-05-19,2026-05-19,12.971,77.594,2.9,35.5,29.0,21.4,98,15.4,7.0,4.3,0.398,916.0,1.31,0,0
SAFE_12.97_77.59_2026-05-20,2026-05-20,12.971,77.594,5.7,38.4,30.0,21.9,90,14.7,5.0,4.45,0.338,916.0,1.44,0,0
SAFE_12.97_77.59_2026-05-21,2026-05-21,12.971,77.594,0.2,44.1,32.0,22.1,96,13.2,2.0,5.24,0.222,916.0,1.59,0,0
SAFE_12.97_77.59_2026-05-22,2026-05-22,12.971,77.594,11.4,44.2,31.9,21.9,94,13.2,6.0,3.76,0.21,916.0,1.72,0,0
SAFE_28.53_77.21_2026-05-15,2026-05-15,28.527,77.211,0.0,0.1,39.6,28.6,49,18.6,0.0,7.74,0.088,229.0,1.22,0,0
SAFE_28.53_77.21_2026-05-16,2026-05-16,28.527,77.211,0.0,0.1,40.0,28.5,46,17.0,0.0,7.88,0.087,229.0,1.09,0,0
SAFE_28.53_77.21_2026-05-17,2026-05-17,28.527,77.211,0.1,0.1,40.8,29.5,39,21.4,1.0,9.03,0.087,229.0,1.09,0,0
SAFE_28.53_77.21_2026-05-18,2026-05-18,28.527,77.211,0.0,0.2,42.8,29.2,43,18.6,0.0,9.15,0.087,229.0,1.09,0,0
SAFE_28.53_77.21_2026-05-19,2026-05-19,28.527,77.211,0.0,0.2,44.0,30.6,30,16.6,0.0,9.39,0.086,229.0,1.09,0,0
SAFE_28.53_77.21_2026-05-20,2026-05-20,28.527,77.211,0.0,0.2,43.2,31.4,28,14.3,0.0,8.64,0.086,229.0,1.06,0,0
SAFE_28.53_77.21_2026-05-21,2026-05-21,28.527,77.211,0.0,0.2,42.2,32.8,34,21.3,0.0,10.33,0.086,229.0,1.06,0,0
SAFE_28.53_77.21_2026-05-22,2026-05-22,28.527,77.211,0.0,0.1,42.2,31.4,30,15.4,0.0,9.18,0.086,229.0,1.06,0,0
SAFE_30.73_76.78_2026-05-15,2026-05-15,30.733,76.779,0.7,0.9,35.1,23.6,68,17.3,1.0,6.3,0.155,345.0,0.16,0,0
SAFE_30.73_76.78_2026-05-16,2026-05-16,30.733,76.779,0.1,1.6,35.8,24.2,53,17.7,1.0,6.9,0.145,345.0,0.16,0,0
SAFE_30.73_76.78_2026-05-17,2026-05-17,30.733,76.779,0.0,1.7,37.8,25.2,48,19.6,0.0,8.12,0.123,345.0,0.16,0,0
SAFE_30.73_76.78_2026-05-18,2026-05-18,30.733,76.779,0.0,1.7,39.8,26.4,47,16.9,0.0,8.22,0.111,345.0,0.16,0,0
